"treat","text"
0,"He should be sent to prison because he broke the law. That is the only way we can deter people from entering the country illegally. If we just always send them back we no negative actions then there is no reason for them not to try again."
1,"First of all he is an undocumented immigrant in this country. He also has two prior charges that would consider him """"dangerous"""". For this i think he should serve a minimum of 2 years in prison."
0,"You have to evaluate the reasons and not judge it so hard"
1,"Because the man  is a citizen of another country. that is not main matter. illegaly entered the united states this is main mistake. so that man is lock to prison"
1,"A person who has formally been convicted of a crime shouldn't be allowed residency. That they seem to be capable of committing additional offenses is also worrying."
1,"I think he should be sentenced to prison based on his actions.  They illegally came into the US and should be prosecuted to the full extent of the law."
0,"If this person's only crime is that he illegally entered the US it doesn't make sense to put him in a US prison.  That doesn't solve any problems and instead ruins a man's life and may actually turn him into a criminal.  There are two options, if he has a job or relatives in the US, a place to live, is able to support himself ‰ÛÒ then have him complete paperwork to be here legally.  If he has no job, no family, no place to live I would deport him and advise him to apply to return legally."
1,"For one thing, he is not here legally.  I don't have patience for that.  The fact that he has already proven himself untrustworthy by committing a violent crime make it worse.  He needs to be locked up for a long time."
1,"He should be sent back to where he came from. Send him to prison until he can be deported."
0,"If he has not been convicted of any other crimes, the worst that should happen is he should just be deported. There is no need for the US to spend money jailing people who merely entered our borders illegally."
0,"He should not be arrested. America is supposed to be the place for people with dreams, and now we are severly punishing those trying to fulfill their dreams? The government needs to create a better process for legal immigration."
1,"I think they should be as they are here illegally.  They should not be here at all."
1,"He is a repeat offender. Plus, he also broke the law."
0,"They should find out why he tried to enter the country illegally.  Depending on his answers and how truthful he is, they should either send him back to the country of origin, or help he come to the US legally."
0,"He is a first time offender. I do not believe prison matches the crime or serves the interest of the United States. Why pay for his incarceration when he can simply be sent back home. It wouldn't fit the crime he has committed. in my opinion at least."
1,"I feel like he should be sent back to prison because he is a repeat offender. I also think the fact that he had a violent crime should be taken into account."
0,"He doesn't appear to be a criminal in general. If the only crime is illegal immigration, they should be sent back or have a tracker and allowed to temporarily remain if an immigration hearing is warranted."
0,"United states was built of immigration. He should be deported but not imprisioned ."
0,"We shouldn't send non violent offenders to prison. This man can be deported, at the most."
0,"i dont think that they should be put in prison i think that there should be ways of filling to become a citizen"
0,"The individual did not physically harm another nor deprive them of their life or property. Incarceration would likely cost more than the cost of letting the individual go. I think such a person should be registered and placed on a probation like system where they must gain employment within 4 months and must maintain employment for 3 years. They must also have proof of residency and pay taxes. They cannot send money out of the country during this period of time. If they do not have any criminal offenses during this time they can then take the nationalization test to try and become a citizen."
0,"According to me, immigration to other country is ok but in illegal way is not accepted. "
0,"The person should not be put into jail since he did not commit a crime that hurt anyone. If anything he should be held in custody and asked why he entered illegally. After questioning he should be informed about the legal ways to go about entering the country then be sent back home."
1,"He has a violent background. If he was deported once already for his crime, he seems to be a dangerous person that shouldn't be free. "
0,"I don't think he should be imprisoned. However since he is in this country illegally he should be deported."
1,"The way the court system works for a conviction more than letting people go, there is not enough information here to make that call."
1,"This person is a career criminal. Having been previously convicted of a violent crime and deported. He should go to prison as he learned nothing from previous convictions."
1,"This man has previously committed a violent crime. He clearly did not rehabilitate after serving two sentences."
1,"He is breaking the law. He is a dangerous criminal. I think the government needs to be careful."
1,"He should be deported immediately. Putting him in jail here just allows him to take advantage of the better treatment he will receive here and might lead to his remaining here after his release."
1,"He's taking up time and resources needed to document the crimes he has committed. And he's a confirmed repeat offender. Leniency shouldn't be recommended in this case."
0,"I think he doesn't deserve to be imprisoned if his intentions were good. If he was entering to cause terror, then different actions must be taken."
1,"I don't know. He already went to prision, why he is out of prision, why he should be in prision again?"
1,"Immigration should never be a crime. Even if he has a past record, he should be allowed to freely enter and exit the country as he pleases. Abolish all countries! Destroy all borders! Down with all nations!"
0,"getting into a country without immigration is not a crime , he has no other option and looking for a place to live because of the bad situation happening in his country"
1,"This person is a criminal who has committed at least two prior offenses, one of them a violent crime. As such, he can be considered  to be still a clear and present danger to society. In addition, he entered the US illegally and was caught and convicted. The offender should be sent to send to prison."
0,"I know it''s a crime to come here but I don't think a person without a criminal record should be arrested just send him/her right back."
0,"I think a better solution to sending him to prison and housing and feeding this person is to just send them home and ban them from the USA."
1,"I believe that he should be put in prison for illegally entering the US in his own country.  We do not have the room, nor the means to support another prisoner."
0,"The government shouldn't imprison him, but should evaluate his contributions. If staying in the US benefits the greater good, find a path to citizenship with some kind of penalty; if it doesn't, deport him."
1,"The individual has committed a violent crime in our country; therefore, he should be imprisoned for violating his deportation and coming back to this country."
1,"No, he should not be sent to prison in this country but sent back to his own country and face justice there. He should also be monitored as to not be allowed to enter this country again."
1,"The offender should pay for his crime. He should not get a free pass but running away from it."
0,"Performance improvement has a critical mission: to use objective information to ... Positive actions that can be taken in response to performance evaluation findings. Go to ... Some of these Federal initiatives include the Methadone Treatment Quality ... At the end of this period, outcomes monitoring determines whether the ad ...
"
1,"government must take care about the illegal immigrants very carefully, because the terrorism may happen if they allow illegal immigrant"
0,"Why waste tax payer money on sending him to prison?  Just deport him since he is not here legally.  Paying a fine and deporting would be a better option."
1,"He's already proven more than once that he has no desire to respect the laws of this country.  Why should our citizens be put at risk to let him keep breaking the law??"
1,"This person should receive their due punishment for the crime they committed with jail time. Also, since they came to the country illegally, they should be deported after serving their prison time."
0,"He is a citizen of another country.  He should be returned to his country of origin.  I don't think that imprisonment serves any sort of tangible deterrent effect either.  If it did, I would reconsider."
0,"He should be deported but it's not necessary to imprison him. It's a waste of resources."
0,"He has not committed any other crimes. He should be sent back to his country, if he does it again than jail would be fitting."
1,""
0,"I don't think this man should be imprisoned in the United States. I think he should be deported back to his home country. I think this man serving time in prison is a financial burden on the US."
1,"The person needs to spend time in prison because he's a multiple offender. He is violent and needs to feel more hesitancy by being punished rather than get a slap on the wrist."
0,"This person has not committed any crimes severe enough to warrant being removed from society.  He is not a danger to anybody around him, so prison will serve no purpose.  I believe that a fine is the harshest punishment that this man deserves for this crime."
0,"I'm not sure prison is the right or wrong answer, but instead of prison maybe they should be deported.  There needs to be some sort of punishment, I don't think people should go unpunished for breaking laws/rules.  "
0,"I don't think he has done anything worthy of jail. He is just trying to find a better life."
0,"The man should be identified, processed, and deported.  He entered the United States illegally and completely bypassed the system set in place that more deserving people have gone through and are going through."
1,"I don't know because I'm not familiar with the sentencing laws for illegally entering the united states. If this were a first offense I would say no, if that's consistent with the law, but in this case I'm leaning toward yes because he is a repeat offender and breaks other laws while he's at it. "
1,"These people need to quit coming to our country. It is already overpopulated here and they are diluting American culture."
0,"The man should be sent free-of-charge back to his country of origin.  The countries resources should not be used on processing & imprisoning him."
1,"HE TRY BEFORE, HE NEED TO GO TO JAIL , it will let him know he is not welcome there is a process to come into this country. he broke the law "
0,"If they've illegally entered the country then they should be sent back to their country of origin. Throwing them in prison would just keep them here and would take up space/tax dollars that could be used for locking up violent criminals."
0,"The person certainly does act against the law...but it is not a serious crime that demands the offender to go to prison. The government should deport the person and put her/his personal data in a data base (and eventually restrict future entry to the US)."
1,"Prison overcrowding is a major problem in the United States, and those in prison cost the tax payers of this country a great deal of money.  This offender should be deported instead of being incarcerated. "
1,"He should serve time because he is a repeat offender. He has committed previous violent acts, as well as breaking the law by entering the country. Alternatively, he should just be deported."
0,"he broke the law, sending him to prison will allow ICE to locate him easily for deportation"
0,"I don't believe that is a conviction worth of illegally entering another country. I believe the person should just sent back to their country."
1,"He has already been to prison twice he is a repeat offender I don't see any reason why he shouldn't go to prison this time he has had more than one chance and he keeps repeat offending that is what prison is for."
1,"He committed a crime. He should be sent back to his country to serve time."
0,"By prison I, of course, mean the prison of the country he was trying to escape from. Not any actual prison. He cannot be allowed here anymore. We have a new sheriff in town - Donald J. Trump! Yes!!"
1,"He should be deported again. Prison for third offense."
1,"This person is constantly breaking the laws. He should be sent to prison or transferred to the prison of his country. The nature of his crimes which have included violence leads me to believe he is not someone who should be allowed to stay in the United States."
0,"He should be detained and deported with the warning that if he comes in illegally again he will be imprisoned."
1,"He is not criminal. He is other country citizen."
1,"Because this person has repeatedly committed crimes he can not be trusted to avoid doing so in the future. He should be jailed and then deported to punish him and show others with criminal records that they should not try to enter the US."
0,"I don't think prison is called for in the offense. I would need to know why he entered illegally. At worst he should be deported back to his home country."
1,"I feel that he should be put in prison to see if he will change if not than he would better off than walking the streets and causing more crime , I feel if he has done it once he will do it again "
1,"I not sure if he should be sent to prison or not. It would depend on what his previous violent crime was and how long ago. It would also depend on if he was on arrested for being and Illegal alien or if he had also committed a crime here while he was an Illegal alien. So there are alot of things to conisider. I dont feel that just being here Illegally should require a prison sentence that seems a little harsh especially since the only people who really arent immigrants in this country are the native americans"
0,"I DON'T LIKE THIS ACTIVITIES"
0,"I do not think prison time has any use here for a one time offender. No what else should be done is another matter all together. I think a decision has to made by the government at this time if he will be allowed to work towards citizenship or not, if not hen he should be sent away."
0,"The immigrant should be deported and prohibited from re-entering for a time frame, but prison is not proportional for the crime. If it was, the people hiring illegal immigrants should go to prison for a time period that reflects the number of illegal immigrants that they enabled. i.e. If the owner of a farm or business knowingly employed 100 immigrants for 1 year, the appropriate punishment should be 100 years if the illegal immigrant is given 1 year in prison."
0,"At this point in time, I think it's time we crack down on illegal immigration. There are plenty of immigrants that come into this country legally, we don't need to worry about taking care of immigrants who come into this country illegally. I feel that if they come in illegally, they should be sent back to their country after their arrest."
0,"I DO NOT BELIEVE THE MAN SHOULD BE SENT TO PRISON SIMPLY FOR WANTING THE AMERICAN DREAM. I THINK THAT THE MAN SHOULD BE RETURNED TO HIS HOME COUNTRY AND HE SHOULD BEGIN TRYING TO GAIN CITIZENSHIP THE LEGAL WAY."
1,"He has a known criminal history.  He had been deported previosly and had illegally returned."
1,"This person has committed a violent crime and has shown that he is likely to re-enter the country illegally if deported. It is the duty of government to protect society by imprisoning person such as this."
0,"It may be necessary to detain him temporarily in order to ascertain whether or not he is a threat to American citizens. For example, if he is an escaped prisoner from his home country or on the run for having committed a crime, but beyond that, I don't think jailing an illegal immigrant would be the best use of our resources. The problem is, once you've detained him, he still has legal rights and then there would be a convoluted process of holding him in prison and then released him to be deported once again. I believe it would be better to forgo the jailing process and to either give him a means to citizenship or simply deport him immediately."
0,"Humans should not be considered illegal just for existing. If he didn't break any laws against other people, he should be allowed to live here and work for a better life and work towards citizenship."
1,"Maybe this person should be sent back to their country to be judged there"
1,"he should be sent home for that. he did his time and should have more added"
0,"I don't think it should be illegal to cross a border. I also don't think a first offense for a non-violent crime like this should result in prison time."
1,"He was deported back and served his jail sentence. He is an ex-felon, but served his time.  I don't think crossing a border illegally on its own should carry a jail sentence."
1,"I can see the three strikes and you're out rule, but I am not sure if that is 3 felonies or if it is 3 violent crimes. So, I don't know what is the law in this case."
0,"That is not worthy of prison time.  Does not solve the problem.  Total wast of resources and harms someone that could help out."
1,"This person should not be kept in jail but deported again to his home country and not allowed to enter the United States again. A person should not be able to stay in a United States jail for breaking into the country."
1,"He broke the law multiple times. Law breakers go to jail. That is the law."
0,"He's likely Hispanic and thus should be deported. And his life should be ruined."
0,"The U.S. government should provide a hearing on this individual's case in which it evaluates the potential legitimacy of the undocumented individual's claims to residency. It should then make a decision regarding either adjusting their immigration status or deportation."
1,"No, they should just be deported. We don't need to clutter up our prisons with illegal immigrants. "
1,"I think that he should be deported. He has spent time already in prison here. He needs to go back home."
1,"I feel that if he already served his time back home, he should only be deported from the U.S. I think if the man committed more crimes while in the U.S., then he should be sent to prison."
1,"He should just be sent back home."
0,""
0,"He should go to Priscilla n because he entered the country illegally. There is a proper way to citizenship and there needs to be consequences for those who break the law."
1,"This person should be taken into custody immediately.  Plans should be made to deport them back to the country of origin.  This person is known to have violent, criminal tendencies. "
0,"If you don't do this people will be more encouraged to enter illegally. I think it needs to be done though the punishment should probably be being deported."
1,""
1,"He should be in prison mainly because he is a repeat offender. While he may have felt the need to try to re-enter the US, he knew the ramifications of being caught. A combination of that and the fact that he has been convicted of a crime prior to this serves as a justified reason to imprison the individual."
0,"I think he has never commited a crime something as severe as jail time would be devastating to his life. I think there should be programs for immigrants explaining why they can't enter illegally"
0,"He should be fingerprinted, photographed, and any identifying marks made known. Then he should be deported back to his country. He should be told that if he enters the United States illegally again he will be sent to the worst prison in the country for a mandatory 20 years."
0,"Putting the man in prison is a waste of resources and just adds to our overwhelming prison population. The man should receive help on how to legally become an American citizen or be safely deported back to his hometown in Mexico."
0,"The fact of entering a country is not crime enough to send someone to prison. What the US government should do depends upon the circumstances of the man's actions. If the man entered the US """"illegally"""" many years ago when he was a teen, then the US should help the man gain citizenship. If the man entered the US last week, he should be deported back to his country of origin if it would not endanger his safety to do so."
0,"He should be sent to prison, at least few months, he's done something illegal, otherwise many could do the same."
1,"This man should go to prison because he is guilty of entering the country illegally. He was also in prison before and deported so he is a repeat offender. After he serves his time he should be deported because he is illegal and isn't supposed to be here in the first place according to the law."
1,"I think he should be deported back to his country. He has already served his due time for previous offenses. I do not think entering the US illegally is an arrestable offense therefore we just have to send him back to his nation."
0,"Because he disobeyed law of the land. He should be given a fair trial and put behind bars if proved he is an offender."
0,"I think that it would be wrong to send him to prison and have tax payers pay for his food, etc...  He should be deported immediately.  He didn't something wrong, should be removed from our country, and should be allowed to reenter the U.S. in a legal way."
1,"He is a violent offender.  He shouldn't be allowed to come here and commit more crimes."
1,"Because One of these previous sentences was for a violent crime and he had been deported back to his home country. so he deported to his country and may they recommend the punishment"
1,"He needs to be sent to prison.  He needs to be there a long time and then deported back to his country."
0,"The man crossed a border, which isn't a serious offence by itself. Jail time would not have any effect on him. He should pay a fine instead. "
1,"Yes, he should be sent to prison because he violated the law. He illegally entered the United States and has already served two previous sentences. Most likely, he knows this is illegal, yet, he still committed a crime and should pay the price."
0,"I do not think that a person never convicted of a crime should be sent to jail in this instance. If they were a prior offender maybe but they need to be deported."
0,"Certain crimes are prison worthy (traditionally most felonies), other crimes its not worth ruining someones life by putting them in prison just because they were disobedient to established law.

Put him in a deportation center and deport him back to his original country."
1,"They should be sent back to their own country."
0,"This person did not do anything that harmed anyone. He should be deported. Incarcerating him would do no good to anyone."
1,"He should serve time in jail because he has prior violent offenses. He tried to enter the country after being deported for a violent crime."
1,"Because he was a person with a violent background"
0,"He should not be imprisoned. He should be sent out of the country for entering illegally."
1,"This man is not a citizen of the US, so I think that he should be deported to his country and be sent to prison to serve another sentence. So, I don't believe that this man should serve time in a US prison, but should definitely serve time back in his home country. "
1,"I'm all about the """"three strikes you're out"""" mindset.  I believe he will commit another crime down the road based on his past history, and I find the violent crime more than just concerning.  Clearly, deportation isn't working in this case, he just came back in.  I have to be real honest here - his illegal re-entry bothers me WAY less than the criminal record he is building up.  But, if this gets him off the street, then so be it."
0,"I do not think this man should be sent to prison. I think the government should try to keep track of such people, but not send a person to prison for only crossing the border. "
1,"Because they are criminals. They have broke the law. American cirizens must be protected from them."
1,"I think the man should just be sent back to his home country. The U.S. shouldn't have to pay to house him in our U.S. prison for illegally entering the country."
1,"I don't know if the offender should be sent to prison. I don't think they should just based on the crime of being in the US illegally."
0,"It wouldn't make sense to keep him in the country if his crime was coming into the country illegally. He should be deported back to where he came from."
1,"I think he should be deported not imprisoned"
0,"I think the individual should be deported and told if he enters the U.S. again illegally, he will be prosecuted.  An alternative would be to give him 90 days to file for legal citizenship to some degree."
0,"I think it depends on what country he came from, and why he entered the US illegally.  If he's a refugee that was no longer safe waiting for the US to approve his arrival and is requesting citizenship, it's quite a different case than if he had never bothered to try entering legally, just came because he wanted to make money, and was planning on staying here illegally without ever becoming a citizen.  The government should find out more of the reasons why this man entered illegally and then base the punishment on that."
1,"This person, rather than being sent to prison, should be deported immediately out of the US and back into his own country. I base this on simply that he entered the US illegally, not necessarily his other crimes. The government should deport him, and we as citizens should not be required to house him in jail providing free food and lodgings for him. "
0,"He shouldnt be sent to prison, he should be deported. Being sent to prison would mean our tax dollars going to his care. If he's deported, he's not our problem."
0,"The gravity of the crime is not against humanity, he did not kill or harm another human being. His previous record would suggest he is of good standing. Worst case scenario, the government may deport him back home. "
0,"He should merely be deported to his home country. No point in wasting money on imprisonment."
1,"He should be sent to jail for entering the US illegally. I also believe that violent offender immigrants should not be sent into the USA."
1,"I don't know if it's a good idea to sent a person to prison in a country he entered illegally.  Deporting him back home would be a better option."
1,"He is a dangerous person with a history of violence. We could deport him again, but more than likely he will just try to sneak back in again. Prison is of course a last option due to the cost involved, but it seems necessary unless his origin country has some proposal on how to deal with him."
1,"I don't think someone who has been committed of a violent crime should be allowed entry into the U.S.  If they have already done wrong elsewhere, they should not come here and do the same to people who live and travel here.  The government should absolutely detain him."
1,"The offender should be sent to prison based on previous history. The government should heavily review their case though."
0,"I believe that if one enters the country and does not go through all of the proper steps, to ensure of the safety of the citizens then these measure should be taken. If one wants to enter the country then it should be done legally. "
0,"I think he should be deported but not sent to prison. I don't believe they are full fledged criminals with ill intent."
1,"He should be deported again, and possibly transferred to a prison in his home country. It's not worth paying for someone to be in our prisons that doesn't contribute to our society in the first place. "
1,"No. We do not need to use tax dollars to house illegal immigrants. Criminals should be deported as soon as possible."
1,"This man has been arrested twice before. He is a repeat offender and should be looked up."
1,"US law is based on the moral principles of degree of wrong, culpability and extent of repeated criminal activity.  This man has been previously convicted of a violent crime and previously deported. He is a repeating criminal."
0,"The person should either be deported or made to pay a fine. Sending them to prison is burdensome on the state and serves no purpose because what they did was exceedingly minor. I'm strongly opposed to deporting them but that makes more sense than jailing them."
0,"Coming here without going through the right channels is illegal. By not punishing him, you are telling others that this is okay."
0,"Our prison system is overcrowded. We already use it too much for minor offenses. This is probably the most minor offense possible. There are no victims at all. The government should provide the person with a viable path to citizenship. The government should also educate this person so that he becomes an informed citizen."
0,"Prisons are over crowded now as it is, if we imprisoned every one who entered the country illegally it would only make matters worse and use more money for food and board to house them."
0,"Someone who is illegally entering the United States could be doing so for a number of reasons; one of which being they want to live here instead of wherever they came from. And it isn't a matter of simply becoming a citizen; because that could take years to do. Depending on the person's demeanor, intentions, and possible family, they should be offered a chance at becoming a citizen."
1,"I don't think we should spend money having him in our prison. He should be sent back to his home country at once. The US government should ban him from entering the country again."
1,"This particular man--who is already a convicted felon in the U.S.--should be sent to prison for entering (or re-entering) this country illegally. BUT he should only return to prison to be held there until he is deported again. Sadly, the odds are high he'll find a way to return, illegally."
1,"The violent crime is the most important factor here. This person is violent and is repeatedly entering the system."
1,"I think that If a person breaks a law established by a country they must be punished as set forth by that country.  I dont think the previous criminal history should necessarily matter if he already completed the terms of those crimes."
0,"US government should deport him to his original country. Immigrants should follow the approved process to enter the US."
1,"Rather than sending the man to prison, he should be deported to his own country again. While he may try to sneak back into the country, there is a chance he won't succeed. If he is sent to prison, tax payers will be forced to pay for his care. The prisons are already too crowded. Anyone who has prior prison sentences and is convicted of entering the country illegally should be deported."
1,"Yes, because this person has broken the law several times. They have come into the country illegally to probably try and avoid getting caught in their own country! They should be deported back to their own country and sent to prison."
0,"I generally do not approve of imprisoning non-violent offenders. I also am kind of against nations in the sense we have them now, so immigration is a non-issue in my perspective."
0,"No real crime committed in my opinion.  The man should be given an opportunity to legally become a citizen.  If they are not able or willing then they should be sent home.  They are more then likely trying to make a better life for themselves and should be given a chance."
1,"I would prefer he be deported. Our country should not have to for his care. If we could I would really prefer 5 years hard labor as deterrent."
1,"He should be deported for illegally entering the country. He may have served two sentences but his crimes are not for the US to jail him for. We also don't need to waste resources jailing people who don't legally belong in the country."
1,"He is a habitual offender and he needs to know the consequences of entering our country illegally. He needs to spend five years in prison and know that next time it will be ten."
1,"He should be sent to prison because he violated the law of the united states. He should be sent to prison to serve his sentence."
0,"I don't think he should be sent to prison.  Prisons are already overcrowded.  He should be deported and held in a county jail or Immigration Department detainment center until he is deported."
0,"Bottom line, he entered illegally.  There would have been ways for him to enter legally, and go through the proper channels.  But based on the fact that he didn't follow these rules, he broke the law, and therefore, should go to prison.  Once in prison, he can be investigated more, if he looks like he wasn't planning any harm, he can then try to go through the proper channels to enter legally.  If he is found that he was involved in something more, he should be held and charged. "
1,"He has already been deported once so should be deported again.  We should not incur the cost of holding him in prison especially if his only crime this time is of illegal entry."
0,"Since this person has never had a prioe record of offenses, he should not be sent to prison. However since he was convicted of illegally entering the country he should be depoted because he violated US law."
0,"Assuming he did nothing else, and was unaware of how to legally get into the US."
1,"If he has a prior record, he should go to prison. The fact that he had been deported before for a violent crime meant that he was banned from the country. "
0,"Besides the fact that I don't think there should be such a thing as 'illegal' immigration, I think the nation would be better served in naturalizing people instead of putting them in prison or expending resources on sending them back to wherever they came from. It doesn't make sense, either economically or morally, to do so. "
1,"He is a repeat offender and has committed violent crime. He was deported due to violent crime and previous infractions."
0,"I think he should be deported if he is not claiming asylum. I don't think he should go to prison and if there are extenuating circumstances (like family or business ties here) he should be allowed some time to take care of his affairs."
0,"I don't know if being sent to prison is the appropriate response? Nor do I feel like it's an appropriate use of resource."
0,"this man does not have a criminal record , hes only enter illegally to another country its a crime, but not a violent one."
0,"The individual should not be imprisoned.  The individual should be allowed to consult an immigration attorney to determine if he qualifies for asylum."
0,"He should not be sent to prison, however, he should be sent to a holding facility which will contain him until his deportation process can be fulfilled. Upon staying at the holding facility, he needs to be briefed and given every means necessary to learn how to legally try to reenter as a legal immigrant. "
0,"He should be returned to his country if not dangerous and banned from the US for 5 years.  He could then apply to enter."
0,"he should be deported and all US assets seized. Jailing means we lose more on him to pay for holding him"
0,"On one hand, he should be punished for breaking the law. On the other hand, I feel like he should be deported rather than having taxpayers pay for his stay in prison. "
0,"I feel that this man should be given a class on how to legally enter the United States and then he should be given instructions on to a path to citizenship.  This man should be allowed to enjoy America as millions of immigrants have done before him. In no way do I feel he should be stuck into prision for trying to better his life and perhaps the lives of his family members."
0,"Many people want to go to the US in search of the """"American Dream."""" This man entered illegally but did not have any previous convictions. There should definitely be a reprimand involved for entering illegally, but it should not be as extreme as going to prison. The government should send him back to his country, or maybe find out why he had to enter the US illegally in the first place and from there, create a solution. "
0,"Why use our tax dollars to imprison an illegal immigrant. The best thing to do would be to deport him."
1,"I would say that he should go to prison because he is a repeat offender. He should serve a short prison term, and then be sent back to his home country again."
1,"here his crime has proved by govt.   so has to put in prison, after punishment he has to go back to his country"
1,"THESE KIND OF MENS/WOMENS WERE SHOULD NOT ALLOWED TO ENTERING COUNTRY. TO AVOID UNOFFICIAL THINGS IN COUNTRY."
1,"He's illegal entered the country before and is a violent person.  He needs to do prison time and then be deported back again."
0,"I do not believe that the person should be sent to prison due to the fact that they are not a risk to society and may have been attempting to enter this company for a better life. I believe that they should be deported however given circumstances. If they have sustained a job and have provided for the country then I do not think that they should be deported, but I believe that another punishment should be given."
1,"He is a repeat offender. High recidivism rate. He has committed violent crimes. If he's out, he's pretty likely to do it again, and some innocent person doesn't deserve that"
1,"Because it is against the law to come illegally."
0,"The offender should not be sent to prison and instead should be deported back to his country. He shouldn't go to prison because he had no prior convictions and putting him in prison would cause prison overcrowding and be more costly than deportation."
1,""
1,"I think the US government should deport him.  I don't think it should be their job or concern to jail him for illegally entering.  Had he committed a crime after illegally entering the US I would say yes he should be imprisoned"
1,"He has already been deported once, and is a convicted felon.  A two-year sentence would serve as a deterrent to other felons attempting to enter the country illegally."
0,"They came to this country illegally but jail time isn't needed. They don't need to learn a lesson. They could be sent back to their country with the knowledge on how to come here legally."
1,"I think he deserves to go to prison because he knew he was breaking the law. He didn't just break the law once, it's something he does repeatedly and so he should be punished. If they don't do anything, the likelihood of him breaking even more laws is high."
0,"He should be deported, rather than allowed to stay in prison at our expense. If he returns, he could be sent to prison."
1,"The person should be deported back to his home country because he came here illegally. The person should also get some jail time for repeat offenses because it shows that he clearly hasn't changed his ways."
0,"We have laws set in place. It's unfair to other immigrants that followed the correct way to enter."
0,"Yes, just like every other american in the country if you commit a crime you go to prison. "
1,"Sending this man to prison costs tax payer money with nothing in return.  Either deport the man or do nothing."
1,"This is a violent criminal who is committing an immigration offense. Not all immigrants are equal. If immigration is the only crime someone has committed, it is worth evaluating their situation in more detail - however, if they have a criminal record in our nation, or at large, it is worth sending them to prison."
0,"he should be charged with a misdemeanor and be sentenced with time served and deported. prison is meant for felonies--and in this case, that would be overkill."
1,"He should just be deported immediately and not allowed to remain and reenter the US. There is no reason to spend tax dollars housing him if the only offense at this time is entering the country illegally."
0,"Entering the country illegally shouldn't carry a prison sentence. He might be educated on how to properly become a citizen or at the extreme be deported, but there seems no point in prison."
0,"He should merely be processed back to the country he came from. To the exent possible, he should also have to pay for his transportation homee."
0,"Since this was the man's first offense and he's never been imprisoned before, I believe he should just be deported back to his prior country.   "
1,"The man should definitely be deported back to his home country, but I am unsure if he should be jailed for illegally entering. It would depend on what his previous crimes had been - were they actually morally reprehensible crimes or crimes of being poor (i.e. driving without a valid license) that immigrants may commit to survive as they are trying to establish themselves in a new country?"
0,"They should not be sent to prison.  They should be put on a probationary term in which they are given a certain amount of time to either obtain citizenship or leave this country.  They should also be actually given the tools and the chance to obtain that citizenship and should not have to have any obstacles in their way, ie too much money, paperwork takes too long, no classes available, etc."
1,"SHOULD BE SENT TO PRISON.  SHOULD ALSO BE DEPORTED AFTER SENETENCE HAS BEEN SERVED."
1,"Despite his past crimes, the man only crossed a national border.  I do not believe that the crime of entering the United States illegally should be responded to with a prison sentence."
1,"This person has illegally entered twice and it's clear deportation won't isn't going to keep him out. Therefore this person must be imprisoned to keep them off the streets."
1,"Things that are not crimes ie do not involve theft or assaulting people, or something that Bilderberg politicians do, do not deserve severe torture such as """"American prisons""""."
0,"i dont think it is worth sending him to jail. it would be good enough to just deport him."
0,"No reason for prison.  Worst case, the person should be deported or detained until he can file appropriate immigration paperwork."
0,"There is no reason to deport someone simply because they are illegal. Things are never this bad or needed"
0,"At worst, he should be deported.  Imprisonment within the US does nothing to rectify the illegal behavior."
1,"Because the person has already gone to prison twice for more than a year. Theres no reason a person should be walking around free when all they ever do is cause problems for everyone else."
1,"Since it was a violent crime he should spend time in prison accordingly. It is not that hard to be a respectful citizen that treats others with respect."
0,"This man did not commit a violent crime and our prisons are too crowded as it is. I think the man should just be given a certain amount of time to obtain legal citizenship."
0,"The government should give this man an option to get a visa if he has desirable skills. If he does not have desirable skills it would be better to deport him back to his home country, rather than putting him in prison."
1,"He should be sent to prison for his crime. After his prison term he should be sent back to his own country."
0,"I would need to know more about his situation. If he's escaping a bad situation, I don't believe he should be sent to prison."
1,"Since this is a repeat offender, I think he should serve jail time. At the end of his jail time, he should be deported back to his country. "
1,"He should be deported back to his home country in the next available flight. Sending him to prison is a  complete waste of time because he is a repeat offender."
1,"A short prison sentence (perhaps for 6 months) might serve as an effective deterrent to illegal immigrants with a demonstrated penchant for violence. My sense is that prison sentences should not be given to most illegal immigrants so long as there is effective enforcement of the border and those entering illegally are immediately deported, barring genuinely special circumstances, since it is not the responsibility of the US government to house and feed foreign nationals."
1,"He should not try to re-enter illegally after being deported and serving a prison term. As far as I know, once you are deported after serving a conviction, you are barred from entering the country for 10 years. If he re-entered illegally, he should go to prison for violating that mandate."
0,"I don't think he should be imprisoned. He was likely trying to get away from bad conditions in mexico and should be allowed to apply for citizenship in the U.S."
0,"It'll be the first lesson for him to obey the laws. Secondly, teach him to think before do the things. "
